0.00473186,0.16
0.0141956,0.169057
0.0205047,0.181132
0.0236593,0.194717
0.0268139,0.206792
0.0299685,0.220377
0.0315457,0.235472
0.0347003,0.249057
0.0378549,0.262642
0.0394322,0.276226
0.0425868,0.289811
0.0457413,0.303396
0.0504732,0.315472
0.0599369,0.323019
0.0757098,0.323019
0.0867508,0.315472
0.0930599,0.303396
0.0993691,0.291321
0.102524,0.277736
0.105678,0.264151
0.108833,0.252075
0.121451,0.246038
0.130915,0.253585
0.135647,0.26717
0.138801,0.280755
0.140379,0.29434
0.14511,0.306415
0.149842,0.32
0.156151,0.330566
0.162461,0.342642
0.16877,0.353208
0.171924,0.360755
0.176656,0.34717
0.179811,0.333585
0.184543,0.323019
0.195584,0.315472
0.200315,0.301887
0.206625,0.289811
0.217666,0.283774
0.225552,0.29434
0.228707,0.307925
0.236593,0.318491
0.249211,0.323019
0.271293,0.323019
0.287066,0.323019
0.299685,0.318491
0.304416,0.304906
0.307571,0.291321
0.318612,0.285283
0.335962,0.282264
0.350158,0.283774
0.362776,0.286792
0.369085,0.297358
0.383281,0.323019
0.399054,0.323019
0.410095,0.316981
0.422713,0.285283
0.432177,0.277736
0.436909,0.264151
0.443218,0.252075
0.452681,0.247547
0.463722,0.250566
0.476341,0.244528
0.48265,0.232453
0.485804,0.220377
0.490536,0.206792
0.504732,0.203774
0.512618,0.193208
0.515773,0.179623
0.520505,0.166038
0.531546,0.161509
0.547319,0.161509
0.55836,0.167547
0.564669,0.179623
0.567823,0.193208
0.57571,0.202264
0.591483,0.203774
0.607256,0.203774
0.623028,0.203774
0.637224,0.202264
0.64511,0.191698
0.662461,0.161509
0.675079,0.155472
0.681388,0.144906
0.68612,0.131321
0.697161,0.123774
0.712934,0.123774
0.728707,0.123774
0.744479,0.123774
0.760252,0.123774
0.771293,0.117736
0.77918,0.10717
0.785489,0.0950943
0.791798,0.0830189
0.805994,0.0815094
0.821767,0.0815094
0.837539,0.0815094
0.853312,0.0815094
0.867508,0.08
0.875394,0.069434
0.883281,0.0588679
0.888013,0.0467925
0.897476,0.0392453
0.913249,0.0392453
0.929022,0.0392453
0.94164,0.00754717
0.957413,0.0045283
0.987382,0.0316981
0.995268,0.0392453
