0.00789889,0.0271817
0.0173776,0.0181394
0.0315956,0.0136326
0.0442338,0.0106328
0.0600316,0.0136755
0.0758294,0.0136994
0.109005,0.01224
0.124803,0.0152827
0.132701,0.0258607
0.139021,0.0379457
0.150079,0.0455096
0.161137,0.0530734
0.172196,0.0606373
0.184834,0.0651847
0.200632,0.0652085
0.21643,0.0652323
0.232227,0.0652562
0.248025,0.06528
0.263823,0.0653039
0.279621,0.0653277
0.295419,0.0653516
0.308057,0.069899
0.319115,0.0774628
0.334913,0.0789961
0.350711,0.0790199
0.363349,0.0850768
0.374408,0.0805651
0.387046,0.0881314
0.401264,0.0911717
0.409163,0.10175
0.421801,0.103278
0.436019,0.10179
0.450237,0.104831
0.466035,0.104854
0.481833,0.104878
0.49763,0.104902
0.532385,0.11703
0.548183,0.117054
0.562401,0.117075
0.578199,0.117099
0.593997,0.117123
0.606635,0.117142
0.619273,0.121689
0.624013,0.135282
0.628752,0.145855
0.638231,0.156435
0.674566,0.207811
0.682464,0.218389
0.696682,0.221429
0.71248,0.221453
0.728278,0.221477
0.744076,0.2215
0.758294,0.22756
0.767773,0.235121
0.774092,0.247206
0.777251,0.260796
0.780411,0.274386
0.78831,0.284963
0.794629,0.295539
0.797788,0.309129
0.802528,0.322721
0.805687,0.33631
0.810427,0.348393
0.813586,0.361983
0.816746,0.375572
0.819905,0.389162
0.824645,0.401245
0.829384,0.414837
0.834123,0.426919
0.837283,0.439
0.840442,0.452589
0.845182,0.464672
0.849921,0.478264
0.85782,0.488842
0.864139,0.500927
0.867299,0.513007
0.870458,0.526597
0.873618,0.540187
0.876777,0.553776
0.881517,0.565859
0.886256,0.577942
0.890995,0.591534
0.895735,0.603616
0.898894,0.617206
0.902054,0.630796
0.905213,0.644385
0.908373,0.657975
0.911532,0.671565
0.914692,0.685154
0.917852,0.698744
0.922591,0.709317
0.933649,0.700277
0.938389,0.686699
0.943128,0.674631
0.946288,0.661051
0.951027,0.650492
0.955766,0.636914
0.965245,0.641457
0.968404,0.655047
0.973144,0.667129
0.976303,0.67921
0.981043,0.691292
0.990521,0.700363
1.00474,0.695856
