0.00473186,0.42717
0.0141956,0.434717
0.0189274,0.445283
0.0268139,0.455849
0.0410095,0.457358
0.0504732,0.466415
0.0567823,0.478491
0.0630915,0.490566
0.0678233,0.502642
0.0741325,0.513208
0.0772871,0.526792
0.0804416,0.540377
0.0835962,0.553962
0.0867508,0.567547
0.0946372,0.570566
0.100946,0.561509
0.111987,0.56
0.126183,0.564528
0.138801,0.572075
0.149842,0.564528
0.156151,0.552453
0.160883,0.540377
0.165615,0.526792
0.171924,0.517736
0.176656,0.504151
0.182965,0.492075
0.18612,0.478491
0.190852,0.466415
0.195584,0.45434
0.198738,0.440755
0.20347,0.42717
0.208202,0.416604
0.211356,0.403019
0.216088,0.390943
0.219243,0.377358
0.223975,0.363774
0.230284,0.351698
0.236593,0.341132
0.252366,0.336604
0.271293,0.306415
0.277603,0.29434
0.282334,0.282264
0.288644,0.271698
0.301262,0.243019
0.309148,0.232453
0.318612,0.223396
0.334385,0.223396
0.350158,0.223396
0.364353,0.220377
0.373817,0.211321
0.383281,0.202264
0.394322,0.194717
0.402208,0.182642
0.411672,0.173585
0.42429,0.167547
0.436909,0.161509
0.449527,0.153962
0.462145,0.147925
0.473186,0.143396
0.485804,0.135849
0.496845,0.126792
0.531546,0.108679
0.547319,0.108679
0.561514,0.10717
0.574132,0.101132
0.588328,0.102642
0.604101,0.104151
0.607256,0.10717
0.619874,0.10717
0.632492,0.0981132
0.641956,0.090566
0.652997,0.0815094
0.665615,0.0769811
0.679811,0.0739623
0.695584,0.0739623
0.711356,0.0739623
0.722397,0.0679245
0.736593,0.0649057
0.750789,0.0618868
0.76183,0.0528302
0.772871,0.045283
0.785489,0.0392453
0.801262,0.0407547
0.817035,0.0407547
0.832808,0.0407547
0.845426,0.034717
0.861199,0.0332075
0.87224,0.0256604
0.888013,0.0256604
0.900631,0.0196226
0.914826,0.0166038
0.929022,0.0135849
0.94164,0.00754717
0.957413,0.0045283
