,,1%,5%,25%,50%,75%,95%
GMB372-2,,,,,,,
,,0.6111567,0.4728481,0.2581399,0.1307506,0.0509495,0.007913354
GMB425-1,,1.010136,0.8784679,0.5493302,0.3080458,0.1488233,0.02573369
,,,,,,,
GMB425-3,,0.7118724,0.4149605,0.1814193,0.08198742,0.0285833,0.003905394
,,0.7727575,0.6369711,0.2900609,0.1389731,0.04938852,0.006265249
GMB425-4,,0.9475427,0.7341416,0.2931955,0.129580,0.04671133,0.005985034
,,0.9755356,0.7368741,0.3729797,0.1799504,0.06230525,0.01046871
GMB425-5,,0.2660969,0.3999373,0.7314389,0.1858466,0.0684576,0.05274386
,,0.230448,0.384176,0.6754738,0.385635,0.1777975,0.03342658
