,,1%,5%,25%,50%,75%,95%
GM114-1,,0.05094575,0.03117646,0.01256977,0.005881319,0.002252722,0.000453955
,,0.09237268,0.05423212,0.01392571,0.006465153,0.002731363,0.000527494
GM115-1,,0.01520307,0.00932405,0.004968188,0.002312629,0.000956482,0.000265587
,,0.01430491,0.009264875,0.004557623,0.002224772,0.000687071,0.0000363521
GM115-2,,0.0800442,0.04810852,0.0172682,0.008515778,0.003463398,0.000538508
,,0.05286277,0.02984188,0.01243886,0.006440115,0.002543822,0.000282652
GM115-3,,0.01376053,0.009693263,0.004536771,0.002380911,0.001072193,0.000237609
,,0.02023085,0.0141656,0.006139493,0.003389822,0.001419743,0.000302197
,,0.02102233,0.0128232,0.005824272,0.002864629,0.001156745,0.000267711
GM127-3,,0.03890925,0.02724927,0.01004655,0.004230202,0.001701842,0.000195669
,,,,,,,
GM127-4,,0.03030898,0.01754773,0.007097877,0.003760581,0.001660578,0.000239366
,,0.02013625,0.01298288,0.00557544,0.00257052,0.001005172,0.000171611
GM128-1,,0.02236243,0.01505592,0.006725794,0.003717,0.001634997,0.000270032
,,0.07317661,0.04950186,0.02219589,0.0112299,0.004390697,0.00111637
GM128-2,,0.01829593,0.01293838,0.00628884,0.002961675,0.001289379,0.000304006
,,0.07391796,0.05291981,0.02007201,0.008226151,0.002985463,0.000586553
GM128-4,,0.01488756,0.01034959,0.005037811,0.002610725,0.000963895,0.000397408
,,0.01436918,0.009714325,0.00459195,0.002322058,0.000915761,0.000230846
GM187-1,,0.06959963,0.0495455,0.01849218,0.008019548,0.003310131,0.000526821
,,0.06583216,0.04438297,0.01597773,0.00777858,0.002913826,0.000471241
GM187-2,,0.07342817,0.0514879,0.0198281,0.007910798,0.002949633,0.000543016
,,0.05985103,0.03806227,0.01593193,0.007311436,0.002786004,0.000615045
GM187-3,,0.04300442,0.02969426,0.01172915,0.005258751,0.002441427,0.000376525
,,0.01689605,0.01131289,0.005071749,0.002671888,0.00120642,0.000155581
GM187-4,,0.08791587,0.06482235,0.02032642,0.008031426,0.003306583,0.000600328
,,0.06589316,0.04179784,0.0163656,0.00748424,0.003004162,0.000614509
GM187-5,,0.07169195,0.0510353,0.02324554,0.01117773,0.00479703,0.000812348
,,0.06338899,0.04375281,0.02006835,0.009920006,0.00410611,0.000528787
GM187-6,,0.1060073,0.07444003,0.0347374,0.01409298,0.004682015,0.000667498
,,0.08891659,0.0557152,0.01871749,0.008650216,0.004112311,0.000824491
GM262-1,,0.0404701,0.02497946,0.01059271,0.005126446,0.002070738,0.000260681
,,0.1397366,0.06524365,0.02322456,0.01156599,0.004486617,0.000634916
GM264-1,,,,,,,
,,0.08270504,0.04493336,0.01577075,0.007999867,0.003005234,0.000648826
GM264-2,,0.09200624,0.04306112,0.01753884,0.008545589,0.003521676,0.000749935
,,0.03258241,0.0213573,0.009527212,0.004572293,0.001766412,0.000298678
GM264-4,,0.01187164,0.007844746,0.003481142,0.002083611,0.000782847,0.00017713
,,0.01513588,0.01050126,0.005548547,0.002850147,0.001061261,0.000148585
GM284-1,,0.01172097,0.008143661,0.003786067,0.001685277,0.001060961,0.000114842
,,0.01844823,0.01226947,0.005574998,0.002945999,0.001094516,0.000256213
GM284-4,,0.0161463,0.01054803,0.00522181,0.003122808,0.001196618,0.000302113
GM346-4,,0.03440787,0.01963913,0.008251667,0.004505013,0.001983749,0.000503311
,,0.03444372,0.02174046,0.008100717,0.003980401,0.001597988,0.000350477
GM777-1,,0.02145486,0.01499962,0.007022827,0.003517996,0.001651306,0.0001328
,,0.06077514,0.04087384,0.01588289,0.007407809,0.002746811,0.000534456
GM777-2,,0.03553322,0.02184936,0.007635921,0.003747555,0.001548809,0.000237663
,,0.1076638,0.07026058,0.02286909,0.009197077,0.003332541,0.000534485
GM777-3,,0.03148762,0.01771364,0.008046205,0.003865138,0.00163498,0.000316178
,,0.05270061,0.03594106,0.01510191,0.007303727,0.003209947,0.000564767
GM792-5,,0.01858924,0.01194987,0.005144706,0.002786777,0.001388406,0.000137097
,,,,,,,
GM792-7,,0.03338998,0.02044429,0.006890821,0.003139633,0.001396938,0.000232739
,,0.04396803,0.02771403,0.01121899,0.004770977,0.00180067,0.000308811
GM792-9,,0.08779802,0.0524065,0.01953664,0.009061577,0.003538311,0.000724049
,,0.0372004,0.02412799,0.01066701,0.005022233,0.00195136,0.000462267
OM659-2,,,,,,,
,,0.05524376,0.03895408,0.02044566,0.01080559,0.004684859,0.000751731
OM663-1,,0.05039449,0.03653159,0.01934358,0.01041754,0.004683247,0.000806664
,,0.07566954,0.05635593,0.03388952,0.01930341,0.008316648,0.001154239
OM663-2,,0.0171115,0.01179869,0.005543163,0.003001034,0.001357621,0.000268897
,,0.03624178,0.02440557,0.01217214,0.006303147,0.002618352,0.000387886
