,,1%,5%,25%,50%,75%,95%
GM138-4,,0.1332345,0.09413751,0.03251563,0.01420783,0.005456751,0.000967912
,,0.1371087,0.09717942,0.04196244,0.01904721,0.007027536,0.001231286
GM138-5,,0.1861126,0.1251535,0.04511065,0.01584221,0.005371861,0.00103758
,,0.2192119,0.1427634,0.03773638,0.01581772,0.006431897,0.001134543
GM138-6,,0.06851785,0.0488686,0.019964,0.007945944,0.002861485,0.000295688
,,0.09395538,0.07257106,0.01878395,0.007564326,0.002715351,0.000388939
GM141-6,,0.02836544,0.01872419,0.007813527,0.003542092,0.001466786,0.000220658
,,0.06940597,0.04790692,0.01800329,0.007459844,0.003066314,0.000296234
GM141-7,,0.01314541,0.009214035,0.004265231,0.002142522,0.001211332,0.000283553
,,0.07401896,0.05230981,0.02509431,0.01287082,0.005038078,0.000810638
GM184-1,,0.06218404,0.04219275,0.01555037,0.00638528,0.002172326,0.000437627
,,0.02335416,0.01525282,0.006401031,0.00266262,0.001245368,0.0002254
GM184-2,,0.1098509,0.07917463,0.03211113,0.01186813,0.004486549,0.000576702
,,0.08166442,0.05109803,0.02308773,0.01161202,0.00488684,0.000956412
GM184-3,,0.1360284,0.08586917,0.02989326,0.01333506,0.005015186,0.001220023
,,0.08238488,0.04663195,0.0227106,0.01244831,0.005264575,0.000776681
GM184-4,,0.1214159,0.07679964,0.02545506,0.01054381,0.004466376,0.000691715
,,0.04016671,0.02405712,0.009212118,0.004961957,0.002072297,0.000295976
GM184-5,,0.02477457,0.01552672,0.005583742,0.002937509,0.001350239,0.000341621
,,0.05405076,0.03686967,0.01510856,0.007166174,0.002989584,0.000584287
GM257-1,,0.1905281,0.1248769,0.04303516,0.01550596,0.005101886,0.000796131
,,0.1437286,0.0967875,0.03173876,0.01383091,0.004863914,0.000857489
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
GM300-1,,,,,,,
,,0.03812205,0.02777533,0.01449644,0.007313643,0.003269736,0.000536353
GM300-2,,0.04038243,0.0267377,0.01154911,0.005963557,0.002593604,0.000537593
,,0.02380919,0.01649641,0.006981261,0.003795251,0.001505373,0.000324853
GM382-1,,0.06989145,0.04172492,0.01283262,0.005979712,0.002238911,0.000243317
