,,1%,5%,25%,50%,75%,95%
GMB772-1,,0.7264144,0.6761774,0.3112609,0.1515612,0.06063999,0.01061331
,,,,,,,
GMB772-2,,0.7984057,0.6616387,0.386166,0.2040113,0.08061363,0.01156716
,,0.3651116,0.6723562,0.3615632,0.1924485,0.08090346,0.01433647
GMB772-5,,0.9411076,0.9142871,0.2916804,0.1324434,0.05320024,0.009155391
,,0.4883768,0.404979,0.2797082,0.1147499,0.04267447,0.005910587
GMB774-7,,0.8887811,0.670292,0.3104953,0.1449947,0.05838543,0.01012584
,,0.9733908,0.7560563,0.3594093,0.1771439,0.07327787,0.01305962
GMB778-4,,0.9269688,0.7336822,0.332765,0.1392526,0.05258864,0.009399953
,,0.8985304,0.6264238,0.2516076,0.1199119,0.05060726,0.008924676
GMB793-1,,0.8991679,0.7303269,0.3635574,0.1720808,0.06634463,0.0112923
,,0.8981969,0.699753,0.3780263,0.1926337,0.08291189,0.01547761
GMB793-2,,0.7965812,0.6603794,0.2876261,0.120224,0.03905572,0.004893215
,,1.015694,0.8884146,0.3331765,0.1046838,0.0354711,0.005568548
GMB793-3,,1.130652,0.6385994,0.2602831,0.1122888,0.04256504,0.007205779
,,0.9609166,0.7486168,0.3077003,0.1220051,0.03763626,0.00407561
GMB793-4,,0.7980605,0.6305577,0.314203,0.1122535,0.03682424,0.004706571
,,0.8620603,0.6880502,0.2937963,0.1377748,0.05316412,0.00927451
GMB793-5,,0.7485715,0.6202164,0.3064136,0.1488967,0.05570077,0.008009147
,,0.4976696,0.3594709,0.1559247,0.07205329,0.02548466,0.003401437
