,,1%,5%,25%,50%,75%,95%
GM113-1,,0.3052823,0.179752,0.3491205,0.2778933,0.1397684,0.04253013
,,,,,,,
GM116-1,,,,,,,
,,0.3129005,0.1141566,0.4132096,0.3040057,0.1177853,0.02074922
GM116-2,,0.2580732,0.7347153,0.4265394,0.2369344,0.09907943,0.01790531
,,0.298730,0.3925112,0.3400723,0.3566056,0.112588,0.01889047
GM116-3,,0.2688174,0.2951705,0.5821139,0.3050069,0.1230182,0.02069137
,,0.2481763,0.4565654,0.2440426,0.324393,0.1549189,0.03182678
GM116-5,,0.2561514,0.419431,0.495583,0.2601547,0.1159993,0.0213406
,,0.2342411,0.400384,0.6027035,0.311941,0.1153408,0.02003372
GM116-7,,0.3357044,0.6375639,0.4730871,0.2621454,0.1171121,0.02178708
,,,,,,,
GM119-2,,0.1625698,0.185996,0.2415555,0.2176361,0.1193316,0.01568306
,,0.3535134,0.5790526,0.4524291,0.2671639,0.1131211,0.0211461
GM119-3,,0.1861419,0.3354865,0.6539122,0.3509733,0.1442692,0.02224135
,,0.2809345,0.5920677,0.4745655,0.2961291,0.1483456,0.02865778
GM119-4,,0.4437724,0.3712499,0.6021239,0.3351052,0.1331307,0.02153061
,,0.1955069,0.2603229,0.5434435,0.3032924,0.1125176,0.01912306
GM121-1,,0.1326036,0.3994707,0.5237945,0.2410738,0.08866309,0.01517696
,,0.3660299,0.6818379,0.4893789,0.2626868,0.1177509,0.02201745
GM121-3,,0.302220,0.6443097,0.4810897,0.2663361,0.1131676,0.02058041
,,0.202069,0.3011151,0.5767916,0.2999508,0.1166482,0.01974926
GM150-1,,0.2942862,0.1819506,0.2457607,0.2238883,0.1244081,0.02295427
,,0.1418851,0.416041,0.2046175,0.1025818,0.08611001,0.009734258
GM150-3,,0.2158345,0.2850638,0.5609697,0.3172437,0.1426802,0.01828516
,,0.2258855,0.2663034,0.475625,0.235474,0.1066314,0.01977171
GM156-2,,0.457055,0.432446,0.5101327,0.233002,0.08297238,0.01393248
,,0.2817875,0.4971411,0.509358,0.2421818,0.07481083,0.01249834
GM156-3,,0.2505877,0.2974875,0.3097721,0.1877019,0.04682054,0.007352045
,,0.189310,0.2815083,0.4154964,0.2257503,0.08748932,0.01482519
GM182-2,,0.7350342,0.6652836,0.3960235,0.2132142,0.07975015,0.01292902
,,0.765903,0.6802517,0.3797797,0.2044086,0.08365087,0.01417498
GM182-4,,0.09270707,0.1924374,0.3434721,0.1515178,0.06077746,0.01108862
,,0.2214488,0.1226937,0.4302948,0.2258057,0.08980039,0.01462644
GM183-1,,0.6211382,0.4857375,0.2915115,0.166871,0.07134148,0.0122513
,,0.145418,0.7724939,0.3857263,0.2039236,0.08199909,0.01364392
GM183-3,,0.7253733,0.6491476,0.4164392,0.2255035,0.09678352,0.01691756
,,0.2306091,0.1206818,0.3740336,0.1970347,0.08255593,0.01442222
GM791-2,,0.1721947,0.108257,0.2607796,0.1641942,0.07046469,0.01250922
,,0.4613521,0.8504518,0.4619734,0.2521183,0.1121317,0.0199093
GM791-3,,0.6367497,0.4903162,0.333047,0.1927271,0.08201887,0.01337045
,,0.3061819,0.2110034,0.3488979,0.126128,0.08665129,0.01198791
GM797-1,,0.2108787,0.1202904,0.08037888,0.07021371,0.0547543,0.02079839
,,0.2266109,0.1106627,0.4133108,0.2062406,0.08609577,0.01562762
