,,1%,5%,25%,50%,75%,95%
GM107-2,,0.1365901,0.1616394,0.2255225,0.08674624,0.02947726,0.004464436
,,0.4688568,0.2960458,0.1084854,0.04882185,0.01875245,0.002985453
GM107-3,,,,,,,
,,0.2749647,0.1274834,0.268618,0.1293609,0.0609543,0.02082118
GM112-1,,0.9186453,0.6639838,0.2344043,0.05814149,0.0143288,0.001840321
,,0.8385137,0.6436525,0.2996761,0.1149607,0.03800695,0.00585721
GM112-2,,0.590542,0.5358008,0.2116237,0.05097673,0.01841145,0.003309926
,,0.5434059,0.4207758,0.2755646,0.1034858,0.03932487,0.006895149
GM142-3,,0.418730,0.3066262,0.1516134,0.08039337,0.0229602,0.003218598
,,0.6867041,0.3578444,0.09056224,0.02936882,0.01065279,0.001625745
GM142-5,,0.232080,0.6656805,0.2358469,0.07451825,0.02742068,0.004596563
,,0.3428006,0.2794315,0.09900603,0.07978785,0.02374301,0.003820815
GM406-2,,0.8494499,0.6176819,0.2778368,0.1211613,0.04481343,0.007116016
,,0.5187604,0.4224599,0.1885571,0.05493641,0.01561864,0.002895857
GM406-4,,0.4541349,0.291188,0.0992144,0.04345871,0.01780871,0.003294694
,,,,,,,
OM642-2,,0.3134338,0.1153734,0.2836408,0.1668208,0.08095571,0.009995319
,,0.1214305,0.3884209,0.2406241,0.1558976,0.08707936,0.01112521
OM642-3,,0.2699161,0.561414,0.3052755,0.1393795,0.04869437,0.008387616
,,0.4450752,0.3916519,0.161404,0.1007418,0.03509971,0.005393935
OM642-4,,0.1543256,0.196526,0.2776599,0.1282783,0.05317203,0.009496787
,,0.1170965,0.433254,0.284940,0.1508685,0.06433881,0.009894772
OM642-5,,0.2410839,0.2144054,0.4313497,0.2000726,0.07284436,0.01160565
,,0.4950581,0.242328,0.1487597,0.1301341,0.04423273,0.008070073
OM660-1,,0.2830578,0.2207027,0.09877472,0.02231942,0.01086898,0.001642193
,,0.4575425,0.2401149,0.07699331,0.1091542,0.03276647,0.005344012
OM660-3,,0.1238854,0.4621362,0.3758774,0.2162585,0.08257655,0.01406535
,,0.4762851,0.3270883,0.1608395,0.08430009,0.03046039,0.005184998
OM661-1,,0.2265612,0.5792453,0.3847276,0.2056819,0.0844846,0.01401863
,,0.476831,0.4719783,0.1708647,0.08601895,0.03773344,0.006446096
OM661-2,,0.1152982,0.5631885,0.1524228,0.05077883,0.01765143,0.002900829
,,0.2546152,0.533751,0.2688548,0.1418083,0.05677638,0.009318992
OM661-3,,0.6847356,0.5183532,0.2570658,0.07663658,0.02634939,0.003890007
,,0.2831872,0.2074291,0.09616324,0.04089538,0.01473099,0.002476981
OM661-6,,0.2838941,0.7913901,0.3370278,0.1458536,0.04607027,0.007123975
,,0.4290865,0.2287718,0.3054277,0.1337352,0.05823651,0.01038846
